FILM SECTION,TITLE ENGLISH,TITLE ORIGINAL,COUNTRY,PRODUCTION YEAR,LANGUAGE,RUNTIME,COLOR,DIRECTOR,DIRECTOR BIO,PRODUCER,SCREENPLAY,DOP,EDITOR,CAST,LONG SYNOPSIS ENGLISH,PREMIERE,AWARDS,FESTIVAL HISTORY,LINK TRAILER,TAGS,SALES,Drive Link to Director Image,Drive Link to Film Stills,Drive Link to Poster ( If Applicable ),Drive Link to Press Kit,Instagram,Twitter,Facebook,Award Year
From The Consulates,A Fragile Flower,Doa hoa mong manh,"Vietnam, USA",2024,,96',Colour,Mai Thu Huyen,"Mai Thu Huyen is a famous director, producer, actress and entrepreneur in Vietnam. She is the founder & CEO of Tincom Media Company. She has been working in the film industry for nearly 30 years, and is the recipient of many awards.","Mai Thu Huyen, Jacqueline Thao Nguyen",Nhat Ha,Quyet Tran,,"Maya, Quoc Cuong, Mai Thu Huyen, Baggio Saetii, Duc Tien, Anh Dung, Trizze Phuong Trinh, Nhat Ha.",,,,,,"Films By Women, De/Gendered",,https://drive.google.com/drive/folders/1kfFhKCM-oBNZWPPsn9VPYayuHHnyF_pM?usp=drive_link,https://drive.google.com/drive/folders/1_cijeelW2or9YZsHybiVBm--Iavagg6S?usp=drive_link,,,,,,2024
Opening Film,Better Man,,Australia,2024,English,134',Colour,Michael Gracey,"Michael Gracey is an Australian visual effects artist and filmmaker. He is best known for directing the great American musical biography The Greatest Showman (2017) starring Hugh Jackman, Zac Efron and Zendaya. He followed this feat by joining as Executive Producer on Elton John's biopic Rocketman (2019). He is known for his exceptional background in VFX and a fluency in music production, that has consistently brought a fresh - often viral - approach to his projects that seizes the audience's imagination.","Paul Currie,
Michael Gracey,
Coco Xiaolu Ma,
Craig McMahon,
Jules Daly","Oliver Cole, Simon Gleeson, Michael Gracey",Erik Wilson,Lee Smith,"Robbie Williams, Jonno Davies, Steve Pemberton,
Alison Steadman","In this musical biography of British pop legend Robbie Williams, Williams is played—with startling vitality—by none other than Williams himself! Uniquely told from Robbie's perspective, the film captures his signature wit and indomitable spirit. It follows Robbie's journey from childhood, to being the youngest member of chart-topping boyband Take That, through to his unparalleled achievements as a record-breaking solo artist -- all the while confronting the challenges that stratospheric fame and success can bring.",,,"Telluride Film Festival 2024, Toronto International Film Festival 2024",BETTER MAN Trailer (2024) - YouTube,"Festival Hits, Technology, Hybrids",,MICHAEL GRACEY (DIRECTOR) HEAD SHOT,STILLS,,,,,,2024
Closing Film,Dry Season,Sucho,"Czech Republic, Germany, Slovakia",2024,"Czech, English, German",112',Colour,Bohdan Sláma,"Bohdan Sláma studied film direction at Prague’s FAMU, and is one of the most highly-regarded Czech filmmakers working today. Deeply influenced by Czech New Wave cinema, he is best known for his tragicomedies rooted in realism and humanism. His feature debut, Wild Bees (DIVOKÉ VCELY), the portrait of a Moravian village and its quirky inhabitants, won the 2002 VPRO Tiger Award for best film at Rotterdam, and was also Czech Republic's official Oscar entry. Four years later, he made Something Like Happiness (STESTÍ), which won the 2005 Golden Shell at San Sebastián and the Czech Lion for Best Director. In 2009, Variety Magazine named him as one of ""10 Directors to Watch Out For"". Dry Season is his eighth feature film.","Pavel Strnad, Petr Oukropec, Marko Škop, Ján Meliš",Bohdan Sláma,Diviš Marek,Jan Daňhel,"Dorota Šlajerová, Tomas Sean Pšenička, Magdaléna Borová, Martin Pechlát, Marek Daniel","A bucolic Czech village. Verdant fields surround a small farm where fifty-year-old Josef lives with his wife Eva and three children. Josef attempts to live an alternative life, leading a Don Quixote-like struggle against the local agribusiness owned by Viktor, for whom the land is just a tool for profit. Victor in turn shares a turbulent relationship with his recently returned son, a Gen-Z climate activist. As the dry summer reaches its peak, the village runs out of drinking water, leading to escalating tensions between the two families, and also between two divergent ways of living and being.",India Premiere,,Galway Film Fleadh 2024,https://www.youtube.com/watch?v=ouK-MMsjN1w,"Ecology, Social Impact, Technology",Negativ film productions,Dry Season - Bohdan Sláma.JPG,Stills,,,,,,2024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
International Jury Films,"Swades: We, The People",Swades,India,2004,Hindi,195',Colour,Ashutosh Gowariker,"Ashutosh Gowariker is an Indian film director, actor, screenwriter and producer. He is known for directing large scale, opulent epics as well as grounded, realistic dramas. His work includes the acclaimed films , Jodhaa Akbar (2008), Swades (2004), and Lagaan (2001), the latter of which was India's official Oscar submission for the Best Foreign Language Film award.",Ashutosh Gowariker,"Ashutosh Gowariker, Ayan Mukerji, Sameer Sharma, Lalit Marathe, Amin Hajee, Charlotte Whitby – Coles, Yashdeep Nigudkar",Mahesh Aney,Ballu Saluja,"Shah Rukh Khan, Gayatri Joshi, Kishori Ballal","Mohan, an Indian expatriate employed with NASA, travels to his country to track down his beloved nanny, Kaveri. His journey takes him to the village of Charanpur in the heart of rural India, and sets him on both an outward and inner quest to find out where he truly belongs.",,,,,,UTV Motion Pictures,ashutosh.jpg,swades still.jpeg,swades-indian-movie-poster.jpg,,,,,2024
International Jury Films,Carol,,"United Kingdom, United States",2015,English,118',Colour,Todd Haynes,"Todd Haynes is an American screenwriter and director known for films that examine fame, sexuality, and the lives of people on the periphery of mainstream society. His notable movies include Safe (1995), Velvet Goldmine (1998), Far from Heaven (2002), I’m Not There (2007), Carol (2015), and May December (2023).","Elizabeth Karlsen, Stephen Woolley, Christine Vachon",Phyllis Nagy,Ed Lachman,Affonso Goncalves,"Cate Blanchett, Rooney Mara, Kyle Chandler","In New York in the early 1950s, Therese Belivet, is working in a Manhattan department store and dreaming of a more fulfilling life when she meets Carol Aird, an alluring woman trapped in a failing marriage. An immediate connection sparks between them. When Carol’s involvement with Therese comes to light, Carol’s husband retaliates by challenging her competence as a mother. And as Carol and Therese take refuge on the road, leaving their respective lives behind, a confrontation emerges that will test each woman’s assumptions about herself and commitments to one another.",,,Cannes Film Festival 2015,,,Pictureworks,todd haynes.jpg,carol-still.jpg,carol poster.jpg,,,,,2024
International Jury Films,Moulin Rouge!,,Australia,2001,English,130',Colour,Baz Luhrmann,"Baz Luhrmann is an Australian writer, director and producer,. As a storyteller, he 's known as a pioneer of pop culture, fusing high and low culture with a unique sonic and cinematic language. He is the most commercially successful Australian director, with his films making up four of the top ten highest worldwide grossing Australian films ever. His filmography includes films like Romeo + Juliet (1996), Moulin Rouge! (2001), and The Great Gatsby (2013).","Fred Baron, Martin Brown","Baz Luhrmann, Craig Pearce",Donald McAlpine,Jill Bilcock,"Nicole Kidman, Ewan McGregor, John Leguizamo","Moulin Rouge is a celebration of truth, beauty, freedom but above all things love. Set in the infamous, gaudy and glamorous Paris nightclub, circa 1900. Director Baz Luhrmann brings together gorgeous period design and modern-era pop tunes to create a unique comic/tragic motion picture experience. Nicole Kidman portrays Satine, the Sparkling Diamond, star of the Moulin Rouge and the city’s most famous courtesan. Satine is caught between the love of a young writer and another man’s obsession. Ewan McGregor is the writer, Christian, who finds himself plunged into this decadent world where anything goes, except falling in love.",,,,,,,baz.jpg,Moulin_Rouge stills.jpg,moulin rouge poster.jpg,,,,,2024
Special Presentations,Blink,,,2024,English,,Colour,"Daniel Roher, Edmund Stenson","Daniel Roher is a filmmaker from Toronto, Canada. His film Navalny won Sundance’s 2022 Festival Favorite Award, the BAFTA Award for Best Documentary, as well as the Academy Award for Best Documentary Feature.
Edmund Stenson’s work as director, producer and editor spans both documentary and fiction and focuses on social issues, loners and nomads. He has cut award-winning documentary features, shorts and television series in English, French and Japanese.","Diane Becker, Melanie Miller",,Jean-Sébastien Francoeur,"Ryan Mullins, Miranda Yousef",,"When three of their four children are diagnosed with retinitis pigmentosa, a rare and incurable disease that leads to severe visual impairment, the Pelletier family’s world changes forever. In the face of this life-altering news, Edith Lemay, Sébastien Pelletier and their children set out on a trip around the world to experience all its beauty while they still can. As they fill their memories with breathtaking destinations and once-in-a-lifetime encounters, the family’s love, resilience and unshakeable sense of wonder ensure that their uncertain future does not define their present.",,,Telluride Film Festival 2024,https://films.nationalgeographic.com/blink#watch-the-trailer,,,"diane becker.jpeg
edmund.jpeg",https://films.nationalgeographic.com/blink#photo-gallery,,,,,,2024
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
